"","NUM_HOMOLOGS","NTS_MEAN","NTS_PRESENCE","NTS_PRES_%","NTS_ANDPRESENCE","NTS_ANDPRES_%","NTSlike_MEAN","NTSlike_PRESENCE","NTSlike_PRES_%","NTSlike_ANDPRESENCE","NTSlike_ANDPRES_%"
"CAX49321.1_329",3,0,0,0,0,0,0,0,0,0,0
"CAX49322.1_330",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49323.1_331",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49324.1_332",1631,0.00490496627835684,6,0.367872470876763,0,0,0.0533415082771306,68,4.16922133660331,3,0.183936235438381
"CAX49325.1_333",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49326.1_334",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49327.1_335",5,0,0,0,0,0,0,0,0,0,0
"CAX49328.1_336",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49329.1_337",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49330.1_338",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49331.1_339",5,0,0,0,0,0,0,0,0,0,0
"CAX49332.1_340",117,0,0,0,0,0,0.0683760683760684,7,5.98290598290598,0,0
"CAX49333.1_341",6,0,0,0,0,0,0.666666666666667,3,50,1,16.6666666666667
"CAX49334.1_342",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49335.1_343",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49336.1_344",8,0,0,0,0,0,0,0,0,0,0
"CAX49337.1_345",2,0,0,0,0,0,0,0,0,0,0
"CAX49338.1_346",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49339.1_347",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49340.1_348",1837,0.00381056069678824,5,0.272182906913446,0,0,0.0827436037016875,135,7.34893848666304,2,0.108873162765378
"CAX49341.1_349",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49342.1_350",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49343.1_351",1897,0.00158144438587243,3,0.158144438587243,0,0,0.0664206642066421,109,5.74591460200316,2,0.105429625724829
"CAX49344.1_352",137,0,0,0,0,0,0.0875912408759124,11,8.02919708029197,0,0
"CAX49345.1_353",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49346.1_354",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49348.1_356",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49349.1_357",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49350.1_358",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49351.1_359",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49352.1_360",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49353.1_361",1,0,0,0,0,0,0,0,0,0,0
"CAX49354.1_362",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49355.1_363",52,0,0,0,0,0,0.115384615384615,5,9.61538461538462,0,0
"CAX49356.1_364",22,0,0,0,0,0,0,0,0,0,0
"CAX49357.1_365",136,0.0147058823529412,1,0.735294117647059,1,0.735294117647059,0.0882352941176471,8,5.88235294117647,2,1.47058823529412
"CAX49358.1_366",22,0,0,0,0,0,0,0,0,0,0
"CAX49359.1_367",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49360.1_368",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49361.1_369",2,0,0,0,0,0,0,0,0,0,0
"CAX49362.1_370",2009,0.0039820806371329,7,0.348432055749129,0,0,0.064211050273768,105,5.22648083623693,1,0.0497760079641613
"CAX49363.1_371",129,0,0,0,0,0,0.0310077519379845,4,3.10077519379845,0,0
"CAX49364.1_372",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49365.1_373",181,0,0,0,0,0,0.0110497237569061,2,1.10497237569061,0,0
"CAX49366.1_374",81,0,0,0,0,0,0,0,0,0,0
"CAX49367.1_375",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49368.1_376",7,0,0,0,0,0,0,0,0,0,0
"CAX49369.1_377",1903,0.00157645822385707,2,0.105097214923805,1,0.0525486074619023,0.0641093011035208,101,5.30740935365213,8,0.420388859695218
"CAX49370.1_378",2,0,0,0,0,0,0,0,0,0,0
"CAX49371.1_379",8,0,0,0,0,0,0,0,0,0,0
"CAX49372.1_380",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49373.1_381",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49378.1_386",42,0,0,0,0,0,0.0476190476190476,1,2.38095238095238,1,2.38095238095238
"CAX49379.1_387",587,0,0,0,0,0,0.0477001703577513,19,3.23679727427598,1,0.170357751277683
"CAX49380.1_388",25,0,0,0,0,0,0.04,1,4,0,0
"CAX49381.1_389",109,0,0,0,0,0,0.036697247706422,3,2.75229357798165,1,0.917431192660551
"CAX49382.1_390",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49383.1_391",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49384.1_392",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49385.1_393",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49386.1_394",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49387.1_395",161,0.0062111801242236,1,0.62111801242236,0,0,0.0434782608695652,6,3.72670807453416,0,0
"CAX49388.1_396",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49389.1_397",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49390.1_398",1,0,0,0,0,0,0,0,0,0,0
"CAX49391.1_399",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49392.1_400",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49393.1_401",1,0,0,0,0,0,2,1,100,0,0
"CAX49394.1_402",464,0,0,0,0,0,0.0754310344827586,31,6.68103448275862,1,0.21551724137931
"CAX49395.1_403",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49396.1_404",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49397.1_405",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49398.1_406",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49399.1_407",587,0,0,0,0,0,0.10221465076661,53,9.02896081771721,3,0.511073253833049
"CAX49400.1_408",16,0,0,0,0,0,0,0,0,0,0
"CAX49401.1_409",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49402.1_410",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49403.1_411",9,0,0,0,0,0,0.111111111111111,1,11.1111111111111,0,0
"CAX49404.1_412",201,0.0199004975124378,2,0.995024875621891,0,0,0.0646766169154229,7,3.48258706467662,1,0.497512437810945
"CAX49405.1_413",1813,0.0060672917815775,9,0.496414782129068,0,0,0.108659680088252,135,7.44622173193602,11,0.60672917815775
"CAX49406.1_414",961,0.0124869927159209,10,1.04058272632674,0,0,0.110301768990635,81,8.42872008324662,5,0.520291363163372
"CAX49407.1_415",2,0,0,0,0,0,0,0,0,0,0
"CAX49408.1_416",1,0,0,0,0,0,0,0,0,0,0
"CAX49409.1_417",1381,0.0137581462708182,15,1.08616944243302,2,0.144822592324403,0.131064446053584,133,9.63070238957277,9,0.651701665459812
"CAX49410.1_418",1644,0.0097323600973236,13,0.790754257907543,2,0.121654501216545,0.12956204379562,150,9.12408759124088,9,0.547445255474453
"CAX49411.1_419",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49412.1_420",1265,0.00237154150197628,2,0.158102766798419,0,0,0.0537549407114625,60,4.74308300395257,1,0.0790513833992095
"CAX49413.1_421",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49414.1_422",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49415.1_423",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49416.1_424",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49417.1_425",1,0,0,0,0,0,0,0,0,0,0
"CAX49420.1_428",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49421.1_429",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49422.1_430",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49423.1_431",60,0.0166666666666667,1,1.66666666666667,0,0,0.133333333333333,3,5,1,1.66666666666667
"CAX49424.1_432",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49425.1_433",377,0.0026525198938992,1,0.26525198938992,0,0,0.026525198938992,8,2.12201591511936,0,0
"CAX49426.1_434",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49427.1_435",2,0,0,0,0,0,0,0,0,0,0
"CAX49428.1_436",2,0,0,0,0,0,0,0,0,0,0
"CAX49429.1_437",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49430.1_438",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49431.1_439",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49432.1_440",1,0,0,0,0,0,0,0,0,0,0
"CAX49433.1_441",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49434.1_442",2,0,0,0,0,0,0,0,0,0,0
"CAX49435.1_443",72,0,0,0,0,0,0.111111111111111,7,9.72222222222222,0,0
"CAX49436.1_444",43,0,0,0,0,0,0.0465116279069767,2,4.65116279069767,0,0
"CAX49437.1_445",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49438.1_446",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49439.1_447",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49440.1_448",597,0.0016750418760469,1,0.16750418760469,0,0,0.0703517587939698,38,6.36515912897822,1,0.16750418760469
"CAX49441.1_449",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49442.1_450",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49443.1_451",1311,0.0015255530129672,2,0.15255530129672,0,0,0.053394355453852,65,4.9580472921434,2,0.15255530129672
"CAX49444.1_452",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49445.1_453",221,0,0,0,0,0,0.0180995475113122,4,1.80995475113122,0,0
"CAX49446.1_454",374,0,0,0,0,0,0.0267379679144385,8,2.13903743315508,1,0.267379679144385
"CAX49447.1_455",166,0,0,0,0,0,0.0421686746987952,6,3.6144578313253,0,0
"CAX49448.1_456",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49449.1_457",37,0,0,0,0,0,0,0,0,0,0
"CAX49450.1_458",8,0,0,0,0,0,0,0,0,0,0
"CAX49451.1_459",3,0,0,0,0,0,0,0,0,0,0
"CAX49452.1_460",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49453.1_461",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49454.1_462",13,0,0,0,0,0,0,0,0,0,0
"CAX49455.1_463",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49456.1_464",31,0,0,0,0,0,0.0645161290322581,2,6.45161290322581,0,0
"CAX49458.1_466",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49459.1_467",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49460.1_468",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49461.1_469",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49464.1_472",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49469.1_477",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49471.1_479",13,0,0,0,0,0,0.0769230769230769,1,7.69230769230769,0,0
"CAX49474.1_482",1,0,0,0,0,0,0,0,0,0,0
"CAX49476.1_484",189,0,0,0,0,0,0.0423280423280423,7,3.7037037037037,0,0
"CAX49479.1_487",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49480.1_488",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49481.1_489",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49484.1_492",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49486.1_494",1,0,0,0,0,0,0,0,0,0,0
"CAX49488.1_496",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49489.1_497",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49491.1_499",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49493.1_501",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49496.1_504",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49499.1_507",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49500.1_508",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49501.1_509",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49502.1_510",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49503.1_511",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49504.1_512",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49507.1_515",1,0,0,0,0,0,0,0,0,0,0
"CAX49508.1_516",1,0,0,0,0,0,0,0,0,0,0
"CAX49510.1_518",1,0,0,0,0,0,0,0,0,0,0
"CAX49511.1_519",1,0,0,0,0,0,0,0,0,0,0
"CAX49512.1_520",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49515.1_523",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49516.1_524",1,0,0,0,0,0,0,0,0,0,0
"CAX49517.1_525",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49518.1_526",6,0,0,0,0,0,0,0,0,0,0
"CAX49519.1_527",7,0,0,0,0,0,0,0,0,0,0
"CAX49524.1_532",12,0,0,0,0,0,0,0,0,0,0
"CAX49525.1_533",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49529.1_537",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49530.1_538",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49531.1_539",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49532.1_540",4,0,0,0,0,0,0,0,0,0,0
"CAX49533.1_541",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49536.1_544",4,0,0,0,0,0,0,0,0,0,0
"CAX49537.1_545",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49538.1_546",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49539.1_547",2,0,0,0,0,0,0,0,0,0,0
"CAX49540.1_548",1,0,0,0,0,0,0,0,0,0,0
"CAX49541.1_549",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49542.1_550",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49543.1_551",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49544.1_552",1,0,0,0,0,0,0,0,0,0,0
"CAX49545.1_553",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49546.1_554",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49547.1_555",2283,0.00350416119141481,5,0.219010074463425,0,0,0.0954883924660534,185,8.10337275514674,7,0.306614104248795
"CAX49548.1_556",1236,0.00242718446601942,3,0.242718446601942,0,0,0.0825242718446602,87,7.03883495145631,4,0.323624595469256
"CAX49549.1_557",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49550.1_558",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49552.1_560",3,0,0,0,0,0,0,0,0,0,0
"CAX49553.1_561",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49554.1_562",455,0,0,0,0,0,0.043956043956044,19,4.17582417582418,0,0
"CAX49555.1_563",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49556.1_564",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49557.1_565",2,0,0,0,0,0,0,0,0,0,0
"CAX49558.1_566",7,0,0,0,0,0,0.142857142857143,1,14.2857142857143,0,0
"CAX49559.1_567",2,0,0,0,0,0,0,0,0,0,0
"CAX49560.1_568",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49561.1_569",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49562.1_570",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49564.1_572",1,0,0,0,0,0,0,0,0,0,0
"CAX49565.1_573",2858,0.00209937018894332,6,0.209937018894332,0,0,0.0514345696291113,130,4.54863540937719,3,0.104968509447166
"CAX49566.1_574",6590,0.00227617602427921,11,0.166919575113809,0,0,0.0720789074355083,378,5.73596358118361,22,0.333839150227618
"CAX49569.1_577",1,0,0,0,0,0,0,0,0,0,0
"CAX49570.1_578",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49571.1_579",2,0,0,0,0,0,0,0,0,0,0
"CAX49572.1_580",6,0,0,0,0,0,0,0,0,0,0
"CAX49573.1_581",1,0,0,0,0,0,0,0,0,0,0
"CAX49575.1_583",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49576.1_584",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49577.1_585",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49578.1_586",2185,0.00137299771167048,3,0.137299771167048,0,0,0.0677345537757437,127,5.81235697940503,2,0.091533180778032
"CAX49579.1_587",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49580.1_588",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49581.1_589",4,0,0,0,0,0,0.25,1,25,0,0
"CAX49582.1_590",301,0.00332225913621262,1,0.332225913621262,0,0,0.079734219269103,20,6.64451827242525,3,0.996677740863787
"CAX49583.1_591",30,0,0,0,0,0,0.0333333333333333,1,3.33333333333333,0,0
"CAX49584.1_592",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49585.1_593",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49586.1_594",2087,0.00574988021082894,10,0.479156684235745,0,0,0.0608528988979396,106,5.0790608528989,2,0.095831336847149
"CAX49587.1_595",537,0,0,0,0,0,0.0577281191806331,23,4.28305400372439,2,0.37243947858473
"CAX49588.1_596",1830,0.00327868852459016,5,0.273224043715847,0,0,0.0693989071038251,104,5.68306010928962,8,0.437158469945355
"CAX49589.1_597",641,0.0015600624024961,1,0.15600624024961,0,0,0.0452418096723869,27,4.21216848673947,1,0.15600624024961
"CAX49590.1_598",517,0.00386847195357834,1,0.193423597678917,1,0.193423597678917,0.0793036750483559,33,6.38297872340426,2,0.386847195357834
"CAX49591.1_599",10,0,0,0,0,0,0.3,3,30,0,0
"CAX49592.1_600",2704,0.00443786982248521,10,0.369822485207101,0,0,0.0658284023668639,142,5.25147928994083,8,0.29585798816568
"CAX49593.1_601",10,0,0,0,0,0,0.3,1,10,0,0
"CAX49594.1_602",98,0,0,0,0,0,0.0408163265306122,4,4.08163265306122,0,0
"CAX49595.1_603",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49596.1_604",277,0.0144404332129964,3,1.08303249097473,1,0.36101083032491,0.0974729241877256,21,7.5812274368231,4,1.44404332129964
"CAX49597.1_605",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49598.1_606",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49599.1_607",205,0,0,0,0,0,0.0195121951219512,4,1.95121951219512,0,0
"CAX49600.1_608",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49601.1_609",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49602.1_610",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49603.1_611",4,0,0,0,0,0,0.25,1,25,0,0
"CAX49604.1_612",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49605.1_613",1,0,0,0,0,0,0,0,0,0,0
"CAX49606.1_614",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49607.1_615",5,0,0,0,0,0,0,0,0,0,0
"CAX49608.1_616",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49609.1_617",394,0,0,0,0,0,0.0634517766497462,24,6.09137055837564,0,0
"CAX49610.1_618",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49611.1_619",97,0,0,0,0,0,0.0721649484536082,4,4.12371134020619,0,0
"CAX49612.1_620",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49613.1_621",173,0.00578034682080925,1,0.578034682080925,0,0,0.0751445086705202,13,7.51445086705202,0,0
"CAX49614.1_622",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49615.1_623",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49616.1_624",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49618.1_626",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49619.1_627",108,0,0,0,0,0,0.0462962962962963,5,4.62962962962963,0,0
"CAX49620.1_628",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49621.1_629",22,0,0,0,0,0,0,0,0,0,0
"CAX49622.1_630",1539,0,0,0,0,0,0.0376868096166342,53,3.44379467186485,1,0.0649772579597141
"CAX49624.1_632",1,0,0,0,0,0,0,0,0,0,0
"CAX49626.1_634",3,0,0,0,0,0,0,0,0,0,0
"CAX49627.1_635",238,0.00840336134453781,2,0.840336134453782,0,0,0.0840336134453782,16,6.72268907563025,0,0
"CAX49628.1_636",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49629.1_637",822,0.0024330900243309,2,0.24330900243309,0,0,0.0802919708029197,58,7.05596107055961,2,0.24330900243309
"CAX49630.1_638",4,0,0,0,0,0,0,0,0,0,0
"CAX49631.1_639",9,0,0,0,0,0,0,0,0,0,0
"CAX49632.1_640",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49633.1_641",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49634.1_642",77,0.012987012987013,1,1.2987012987013,0,0,0.142857142857143,10,12.987012987013,0,0
"CAX49635.1_643",24,0,0,0,0,0,0.208333333333333,5,20.8333333333333,0,0
"CAX49636.1_644",18,0,0,0,0,0,0.333333333333333,6,33.3333333333333,0,0
"CAX49637.1_645",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49638.1_646",1,0,0,0,0,0,1,1,100,0,0
"CAX49639.1_647",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49642.1_650",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49647.1_655",1,0,0,0,0,0,0,0,0,0,0
"CAX49648.1_656",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49649.1_657",2,0,0,0,0,0,0,0,0,0,0
"CAX49650.1_658",6,0,0,0,0,0,0,0,0,0,0
"CAX49652.1_660",2594,0.0030840400925212,7,0.269853508095605,0,0,0.10331534309946,205,7.90285273708558,11,0.424055512721665
"CAX49653.1_661",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49654.1_662",50,0,0,0,0,0,0.02,1,2,0,0
"CAX49657.1_665",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49658.1_666",2031,0.0108321024126046,18,0.886262924667651,0,0,0.0886262924667651,130,6.40078778926637,12,0.590841949778434
"CAX49659.1_667",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49660.1_668",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49661.1_669",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49662.1_670",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49663.1_671",11,0,0,0,0,0,0,0,0,0,0
"CAX49664.1_672",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49665.1_673",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49667.1_675",22,0,0,0,0,0,0.0909090909090909,2,9.09090909090909,0,0
"CAX49668.1_676",453,0.0022075055187638,1,0.22075055187638,0,0,0.0419426048565121,13,2.86975717439294,2,0.441501103752759
"CAX49669.1_677",1,0,0,0,0,0,1,1,100,0,0
"CAX49670.1_678",13,0,0,0,0,0,0,0,0,0,0
"CAX49673.1_681",1120,0.00892857142857143,7,0.625,1,0.0892857142857143,0.0526785714285714,45,4.01785714285714,1,0.0892857142857143
"CAX49674.1_682",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49675.1_683",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49676.1_684",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49677.1_685",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49678.1_686",84,0,0,0,0,0,0.0357142857142857,3,3.57142857142857,0,0
"CAX49679.1_687",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49680.1_688",170,0.0117647058823529,2,1.17647058823529,0,0,0.0411764705882353,7,4.11764705882353,0,0
"CAX49681.1_689",60,0,0,0,0,0,0.0166666666666667,1,1.66666666666667,0,0
"CAX49682.1_690",3,0,0,0,0,0,0,0,0,0,0
"CAX49685.1_693",4,0,0,0,0,0,0,0,0,0,0
"CAX49686.1_694",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49687.1_695",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49688.1_696",1451,0.00344589937973811,3,0.206753962784287,0,0,0.0606478290833908,73,5.03101309441764,2,0.137835975189524
"CAX49689.1_697",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49690.1_698",955,0.00418848167539267,3,0.31413612565445,0,0,0.0764397905759162,65,6.80628272251309,2,0.209424083769634
"CAX49691.1_699",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49692.1_700",1,0,0,0,0,0,0,0,0,0,0
"CAX49693.1_701",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49694.1_702",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49695.1_703",5,0,0,0,0,0,0,0,0,0,0
"CAX49696.1_704",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49700.1_708",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49702.1_710",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49703.1_711",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49704.1_712",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
